"releaseId","ContentType","Title","Date","Url","Keywords","Names","Organizations","Places","AssignedCategories","FavoritesLikes","RetweetsShares","FollowersCount","CommentsCount","WordCount","Source","Party","Gender","IsCurrent","SourceType","EducationLevel","Religion","Race","DateOfBirth","AgeRange","Industry","Military","PriorPublicOffice"
"62520935","Columns, Articles, Op-Eds, Blogs","USA Today: Ted Cruz raises $2 million for White House bid","2015-03-27 10:30:00Z","https://www.tedcruz.org/press/usa-today-ted-cruz-raises-2-million-for-white-house-bid/","[team;bid;advertising;donors;potential donors;digital strategy;advertising messages;traditionalists;major republican candidate]","[Ted Cruz]","[]","[Texas;Lynchburg]","[]","","","","","364","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520913","Columns, Articles, Op-Eds, Blogs","Washington Post: Ted Cruz makes first campaign appearance as presidential candidate in New Hampshire","2015-03-28 10:30:00Z","https://www.tedcruz.org/press/washington-post-ted-cruz-makes-first-campaign-appearance-as-presidential-candidate-in-new-hampshire/","[campaign;candidate;presidential candidate;appearance;campaign appearance;first campaign appearance]","[Ted Cruz]","[Goldman Sachs;IRS]","[New Hampshire;Washington;Nashua]","[Jobs;Tax policies]","","","","","311","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510429","Press Releases, News, Notices","ICYMI: Liberty University Student: ""Cruz inspired us""","2015-03-28 10:30:00Z","https://www.tedcruz.org/news/icymi-liberty-university-student-cruz-inspired-us/","[story;article;promise;speech;liberty;candidacy;hope;millennial generation;anything;message of hope;story of hope;cause of liberty]","[Patrick Henry;Ted Cruz]","[President of the United States]","[United States;Texas;America]","[Military Disputes;Terrorism;Jobs;Colleges;Universities]","","","","","931","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520895","Columns, Articles, Op-Eds, Blogs","Ted Cruz hits New Hampshire with outsider message","2015-03-28 10:30:00Z","https://www.tedcruz.org/press/ted-cruz-hits-new-hampshire-with-outsider-message/","[message;presidential race;outsider;first official campaign;outsider message;first major candidate]","[Ted Cruz]","[]","[New Hampshire;Texas;Virginia;Washington;Nashua;Merrimack]","[Veterans;Jobs;Universities]","","","","","222","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510445","Press Releases, News, Notices","Ted on the Trail: Cruz ""elicited raucous cheers, fist pumps and even a few ‘amens…’""","2015-03-29 10:30:00Z","https://www.tedcruz.org/news/ted-on-the-trail-cruz-elicited-raucous-cheers-first-pumps-and-even-a-few-amens/","[swing;fist;candidate;cheers;presidential candidate;raucous cheers;fist pumps;first swing]","[Ted Cruz]","[New York Times]","[New Hampshire;Texas;New York;Israel;Iran;America;Boston]","[Nuclear Weapons;Organised Labor]","","","","","442","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510423","Press Releases, News, Notices","CRUZ: I’m proud to stand with Gov. Mike Pence, and I urge Americans to do the same","2015-03-30 10:30:00Z","https://www.tedcruz.org/news/cruz-im-proud-to-stand-with-gov-mike-pence-and-i-urge-americans-to-do-the-same/","[liberty;governor;religious freedom;religious liberty;strong bipartisan support]","[Mike Pence;Ted Cruz]","[]","[Texas;Indiana;Hoosier;Alas]","[Religious Freedom]","","","","","276","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520891","Columns, Articles, Op-Eds, Blogs","ABC 13: Inside Sen. Ted Cruz’s Presidential Campaign Headquarters in Houston","2015-03-31 10:30:00Z","https://www.tedcruz.org/press/abc-13-inside-sen-ted-cruzs-presidential-campaign-headquarters-in-houston/","[campaign;campaign manager;playroom;campaign operation]","[]","[Goldman Sachs]","[Houston]","[Jobs]","","","","","209","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520893","Columns, Articles, Op-Eds, Blogs","Fox 26: Ted Cruz new political home base in Houston","2015-03-31 10:30:00Z","https://www.tedcruz.org/press/fox-26-ted-cruz-new-political-home-base-in-houston/","[home;base;home base;presidential campaign announcement;political home]","[Ted Cruz]","[]","[Houston]","[]","","","","","131","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520909","Columns, Articles, Op-Eds, Blogs","KHOU: Sen. Ted Cruz opens national campaign office in Houston","2015-03-31 10:30:00Z","https://www.tedcruz.org/press/khou-sen-ted-cruz-opens-national-campaign-office-in-houston/","[campaign;national campaign;hometown;campaign office]","[Ted Cruz]","[]","[America;Houston]","[]","","","","","202","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520911","Columns, Articles, Op-Eds, Blogs","Texas Tribune: Aiming for Upset, Cruz Brings Presidential Campaign Home","2015-03-31 10:30:00Z","https://www.tedcruz.org/press/texas-tribune-aiming-for-upset-cruz-brings-presidential-campaign-home/","[campaign;presidential campaign;home;backers;presidential bid;punching]","[David Dewhurst;Ted Cruz]","[Xerox;New York Times;Tribune]","[United States;Texas;New York;Washington]","[Energy]","","","","","428","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520879","Columns, Articles, Op-Eds, Blogs","Greenville Online: Cruz gets bump in new SC poll","2015-03-31 10:30:00Z","https://www.tedcruz.org/press/greenville-online-cruz-gets-bump-in-new-sc-poll/","[poll;bump;republican presidential candidate;latest poll]","[Jeb Bush;Scott Walker;Ted Cruz]","[]","[South Carolina;Texas;Virginia;Wisconsin;Townhall;Greenville;Lynchburg;Gravis]","[Universities]","","","","","273","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520875","Columns, Articles, Op-Eds, Blogs","The Hill: Cruz vows to reenergize conservatives","2015-04-01 10:30:00Z","https://www.tedcruz.org/press/the-hill-cruz-vows-to-reenergize-conservatives/","[candidate;conservatives]","[Ted Cruz]","[]","[Iowa;Texas;Sioux City;Morningside]","[Colleges]","","","","","299","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520885","Columns, Articles, Op-Eds, Blogs","Our Quad Cities: Ted Cruz makes Iowa stop","2015-04-01 10:30:00Z","https://www.tedcruz.org/press/our-quad-cities-ted-cruz-makes-iowa-stop/","[race;town hall meeting;slice;issues;standing ovation;biggest issues]","[Ted Cruz]","[]","[Iowa;Texas;Israel;Iran;Quad;Morningside]","[Colleges]","","","","","303","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520873","Columns, Articles, Op-Eds, Blogs","Washington Post: Ted Cruz raises $4 million in just over a week","2015-04-01 10:30:00Z","https://www.tedcruz.org/press/washington-post-ted-cruz-raises-4-million-in-just-over-a-week/","[bid;campaign;presidential campaign;formal announcement]","[Ted Cruz]","[]","[Washington]","[]","","","","","225","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520889","Columns, Articles, Op-Eds, Blogs","Breitbart: Ted Cruz: My First Act as President Will be to Undo Obama’s Unconstitutional Executive Orders","2015-04-01 10:30:00Z","https://www.tedcruz.org/press/breitbart-ted-cruz-my-first-act-as-president-will-be-to-undo-obamas-unconstitutional-executive-orders/","[president;executive;executive orders;unconstitutional executive orders;unilateral executive;unconstitutional executive;unilateral executive action]","[Ted Cruz]","[United Nations]","[United States;Houston]","[United Nations]","","","","","418","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520883","Columns, Articles, Op-Eds, Blogs","The Iowa Republican: Cruz Control – Ted Cruz Impresses on First Trip as Official Candidate","2015-04-01 10:30:00Z","https://www.tedcruz.org/press/the-iowa-republican-cruz-control-ted-cruz-impresses-on-first-trip-as-official-candidate/","[campaign;conservative;candidate;crowds;presidential candidate;presidential campaign;conservative candidate;republican activists;republican caucus goers]","[Rick Santorum;Mike Huckabee;Barry Goldwater]","[]","[Iowa;Cedar Falls]","[]","","","","","445","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520857","Columns, Articles, Op-Eds, Blogs","Radio Iowa: Cruz draws overflow crowd in Sioux City","2015-04-02 10:30:00Z","https://www.tedcruz.org/press/radio-iowa-cruz-draws-overflow-crowd-in-sioux-city/","[crowd;religious persecution;overflow;overflow crowd;first republican candidate]","[Ted Cruz]","[]","[Iowa;Texas;America;Sioux City;Morningside]","[Crimes Against Humanity;Colleges]","","","","","254","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510419","Press Releases, News, Notices","WPA MEMO: Ted Cruz Surging","2015-04-02 10:30:00Z","https://www.tedcruz.org/news/wpa-memo-ted-cruz-surging/","[poll;error;surge;voters;margin;republican voters;republican primary voters;primary voters;national poll;random survey;primary polls;polling;margin of error;national polling]","[Chris Wilson;Jeb Bush;Scott Walker;Ted Cruz]","[]","[South Carolina;Texas;Nevada;Wisconsin;Washington;Gravis]","[Government Policies;Mobile Telecommunications;Voice Communications]","","","","","928","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520851","Columns, Articles, Op-Eds, Blogs","Breitbart: Sen. Ted Cruz Surging in Polls Since Annoucement","2015-04-02 10:30:00Z","https://www.tedcruz.org/press/breitbart-sen-ted-cruz-surging-in-polls-since-annoucement/","[race;memo;voters;polls;republican primary voters;primary voters;recent polls;national polls;several recent polls]","[John McCain;Chris Wilson;Ted Cruz;Jeff Roe]","[]","[America]","[Universities]","","","","","397","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520859","Columns, Articles, Op-Eds, Blogs","Dallas Morning News: Cruz denounces ""bad deal"" with Iran, warning it undermines U.S. security","2015-04-02 10:30:00Z","https://www.tedcruz.org/press/dallas-morning-news-cruz-denounces-bad-deal-with-iran-warning-it-undermines-u-s-security/","[security;deal;nuclear deal;zealots;bad deal;third town hall]","[Ted Cruz]","[]","[United States;Iran;Des Moines]","[National Security]","","","","","228","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510441","Press Releases, News, Notices","ICYMI: Ted Cruz raises $4 million in eight days","2015-04-02 10:30:00Z","https://www.tedcruz.org/news/icymi-ted-cruz-raises-4-million-in-eight-days/","[nomination;campaign;donations;presidential nomination;presidential campaign;republican presidential nomination]","[Newt Gingrich;John McCain;Jeb Bush;Rick Tyler;Ted Cruz;Janet Hook]","[]","[Texas]","[]","","","","","498","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520835","Columns, Articles, Op-Eds, Blogs","KVUE: Cruz rockets upward following 2016 campaign launch","2015-04-03 10:30:00Z","https://www.tedcruz.org/press/kvue-cruz-rockets-upward-following-2016-campaign-launch/","[campaign;rockets;presidential campaign;campaign launch;early primary states;polling]","[Jeb Bush;Scott Walker;Ted Cruz;James Henson]","[Henson]","[Texas;Virginia;Washington;Lynchburg;Austin]","[Universities;Government Policies]","","","","","258","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520843","Columns, Articles, Op-Eds, Blogs","TWC News: Presidential Hopeful Ted Cruz Campaigns in SC","2015-04-03 10:30:00Z","https://www.tedcruz.org/press/twc-news-presidential-hopeful-ted-cruz-campaigns-in-sc/","[liberty;town hall meeting;religious liberty;presidential campaign;gut]","[Ted Cruz]","[President of the United States;IRS]","[United States;South Carolina;Texas]","[]","","","","","221","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520855","Columns, Articles, Op-Eds, Blogs","The Herald: Presidential hopeful Ted Cruz visits Rock Hill, talks nuclear deal, IRS","2015-04-03 10:30:00Z","https://www.tedcruz.org/press/the-herald-presidential-hopeful-ted-cruz-visits-rock-hill-talks-nuclear-deal-irs/","[deal;mall;nuclear deal;terrible deal]","[Ted Cruz]","[IRS]","[South Carolina;Texas;Iran;America;Rock Hill;Munich;Galleria]","[Religious Freedom;National Security]","","","","","215","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510411","Press Releases, News, Notices","CRUZ: As we celebrate the Passover, let us give thanks for the gift of freedom","2015-04-03 10:30:00Z","https://www.tedcruz.org/news/cruz-as-we-celebrate-the-passover-let-us-give-thanks-for-the-gift-of-freedom/","[freedom;gift;gift of freedom;enemies of freedom]","[Ted Cruz]","[]","[Texas;Israel;Egypt;Judah]","[]","","","","","254","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520845","Columns, Articles, Op-Eds, Blogs","WRHI: Cruz in Rock Hill: You’ll be seeing a lot more of me","2015-04-03 10:30:00Z","https://www.tedcruz.org/press/wrhi-cruz-in-rock-hill-youll-be-seeing-a-lot-more-of-me/","[supporters;outbursts;ovations;religious freedom laws]","[Ted Cruz]","[]","[Texas;Israel;Indiana;Arkansas;Rock Hill]","[Religious Freedom]","","","","","273","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62519871","Columns, Articles, Op-Eds, Blogs","Wishing you a Blessed Good Friday and a Happy Easter!","2015-04-03 10:30:00Z","https://www.tedcruz.org/wishing-you-a-blessed-good-friday-and-a-happy-easter/","[campaign;reason;key primary states]","[Jeff Roe]","[FEC]","[Washington;Houston]","[Universities]","","","","","297","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520833","Columns, Articles, Op-Eds, Blogs","Spartanburg Herald-Journal:","2015-04-03 10:30:00Z","https://www.tedcruz.org/press/spartanburg-herald-journal/","[patio;election cycle;pastels;pale pastels;early primary states]","[Ronald Reagan;Ted Cruz]","[]","[South Carolina;Iowa;Texas;The Beacon;Spartanburg]","[]","","","","","241","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510415","Press Releases, News, Notices","Cruz for President Makes National TV Buy on Easter Weekend","2015-04-03 10:30:00Z","https://www.tedcruz.org/news/cruz-for-president-makes-national-tv-buy-on-easter-weekend/","[president;spot;airing;buy;ad;candidate for president;christian university;ad buy]","[Jesus Christ;Ted Cruz]","[President of the United States]","[United States;South Carolina;New Hampshire;Iowa;Nevada;America]","[Universities]","","","","","410","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62510417","Press Releases, News, Notices","CRUZ: Under no circumstance should a U.S. President lift sanctions and grant nuclear capability to a nation that proudly chants ""Death to America""","2015-04-03 10:30:00Z","https://www.tedcruz.org/news/cruz-under-no-circumstance-should-a-u-s-president-lift-sanctions-and-grant-nuclear-capability-to-a-nation-that-proudly-chants-death-to-america/","[lift;sanctions;deal;nuclear deal;lift sanctions;circumstance;bad deal;satan]","[John Kerry;Robert Levinson;Ted Cruz;Amir Hekmati;Jason Rezaian]","[]","[United States;Israel;Iran;America]","[]","","","","","466","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520825","Columns, Articles, Op-Eds, Blogs","Washington Post: In a swing across Iowa, Ted Cruz packs in the crowds with a conservative call","2015-04-03 10:30:00Z","https://www.tedcruz.org/press/washington-post-in-a-swing-across-iowa-ted-cruz-packs-in-the-crowds-with-a-conservative-call/","[swing;crowds;crowd;common core education;core education standards;enthusiastic crowds]","[Ted Cruz]","[]","[Iowa;Washington;Dubuque;Sioux City;Longbranch]","[Education;Educational Standards]","","","","","310","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520823","Columns, Articles, Op-Eds, Blogs","The Augusta Chronicle: Cruz shares presidential vision with Aiken Republican Club","2015-04-04 10:30:00Z","https://www.tedcruz.org/press/the-augusta-chronicle-cruz-shares-presidential-vision-with-aiken-republican-club/","[vision;caravan]","[]","[]","[South Carolina;Texas;Washington;Aiken;Augusta]","[]","","","","","264","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520819","Columns, Articles, Op-Eds, Blogs","WCSC: Presidential Candidate, Senator Ted Cruz visits the CSRA","2015-04-04 10:30:00Z","https://www.tedcruz.org/press/wcsc-presidential-candidate-senator-ted-cruz-visits-the-csra/","[campaign;candidate;presidential candidate]","[Ted Cruz]","[]","[South Carolina;Texas;Aiken]","[]","","","","","134","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520829","Columns, Articles, Op-Eds, Blogs","KHOU: Cruz rockets upward following 2016 campaign launch","2015-04-04 10:30:00Z","https://www.tedcruz.org/press/khou-cruz-rockets-upward-following-2016-campaign-launch/","[campaign;presidential campaign;campaign launch;early primary states;polling]","[Jeb Bush;Scott Walker;Ted Cruz]","[]","[Virginia;Washington;Lynchburg]","[Universities;Government Policies]","","","","","224","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
"62520811","Columns, Articles, Op-Eds, Blogs","CNN: Ted Cruz aims to be Iowa’s favorite Christian candidate","2015-04-05 10:30:00Z","https://www.tedcruz.org/press/cnn-ted-cruz-aims-to-be-iowas-favorite-christian-candidate/","[candidate;level last week;aides]","[Ted Cruz]","[]","[Iowa;Texas;Cedar Rapids;Cedar Falls]","[]","","","","","244","Sen. Cruz, Ted - (R – TX) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","Hispanic","1970-12-22","45-54","[Law]","","[Federal;State]"
