"","releaseId","ContentType","Title","Date","Url","Keywords","Names","Organizations","Places","AssignedCategories","FavoritesLikes","RetweetsShares","FollowersCount","CommentsCount","WordCount","Source","Party","Gender","IsCurrent","SourceType","EducationLevel","Religion","Race","DateOfBirth","AgeRange","Industry","Military","PriorPublicOffice"
"3275","51838519","Twitter","Let us be worthy of their sacrifice. https://t.co/fVBUxSM5s4 #DDay71 http://t.co/aWXVhjSW59","2015-06-06 13:27:52Z","http://twitter.com/GovernorPerry/status/607177086902530048","[sacrifice;#DDay71]","[]","[]","[]","[]",429,432,293013,NA,10,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3290","51838517","Twitter","It is a special honor to take part in this fundraiser for the @puppyjakefdn w/ fellow veterans. http://t.co/M8IvclioLv","2015-06-06 16:44:44Z","http://twitter.com/GovernorPerry/status/607226629027282944","[veterans;fundraiser;fellow veterans;special honor]","[]","[]","[]","[Veterans]",203,144,293013,NA,18,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3298","51838515","Twitter","Let's ride. See you soon @joniernst! #roastride #Perry2016 http://t.co/xrRq9x1WRc","2015-06-06 17:58:40Z","http://twitter.com/GovernorPerry/status/607245233567309824","[#Perry2016]","[]","[]","[]","[]",358,265,293013,NA,9,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3303","51838513","Twitter","Great day to #RoastandRide. Me, @joniernst, @MarcusLuttrell, #MOH recipient Mike Thornton, @ScottWalker. http://t.co/Ycx2xD4BT8","2015-06-06 18:41:30Z","http://twitter.com/GovernorPerry/status/607256011888431104","[day;great day;#MOH]","[Mike Thornton]","[]","[]","[]",171,150,293013,NA,13,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3354","51838511","Twitter","Great crowd at today's rally & cookout in Nashua, NH. https://t.co/MRVipqxi5W #fitn #Perry2016 http://t.co/rLWWnRTujY","2015-06-07 22:51:37Z","http://twitter.com/GovernorPerry/status/607681343674130432","[rally;cookout;great crowd;#FITN;#Perry2016]","[]","[]","[Nashua]","[]",108,62,293013,NA,14,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3404","51838509","Twitter","Happy Birthday to Rory. 6 years old today, my erstwhile running partner!! #blacklabsrule http://t.co/r9TabQeqIt","2015-06-08 20:09:24Z","http://twitter.com/GovernorPerry/status/608002910069227520","[partner;birthday;happy birthday;old today]","[]","[]","[]","[]",161,74,293013,NA,14,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3405","51838507","Twitter","My statement on @BarackObama’s lack of strategy to defeat #ISIS: http://t.co/rqVmsN2Vua #Perry2016","2015-06-08 20:50:23Z","http://twitter.com/GovernorPerry/status/608013222671577089","[strategy;lack;#ISIS;lack of strategy;#Perry2016]","[]","[]","[]","[]",92,89,293013,NA,12,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3415","51838505","Twitter","Happy birthday Barbara!  https://t.co/KIHHiMfO1W","2015-06-08 23:01:43Z","http://twitter.com/GovernorPerry/status/608046276710559744","[lady;birthday;first lady;former first lady;happy birthday]","[Barbara Bush]","[]","[]","[]",128,75,293013,NA,4,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3423","51838503","Twitter","Proud to be joined by patriots & fellow veterans today at the SC Military Museum. https://t.co/Qb6xBW6Itz #Perry2016 http://t.co/6SBh5dTdJm","2015-06-09 00:46:32Z","http://twitter.com/GovernorPerry/status/608072651853066240","[veterans;patriots;fellow veterans;veterans today;#Perry2016]","[]","[]","[]","[Museums and Galleries;Veterans]",112,106,293013,NA,18,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3487","51838501","Twitter","RT @TeamRickPerry: Today a federal court upheld #prolife legislation signed by @GovernorPerry. Add your name & stand for life: ...","2015-06-09 22:44:35Z","http://twitter.com/GovernorPerry/status/608404350554243073","[court;federal court;legislation;#prolife]","[]","[]","[]","[]",0,81,293013,NA,20,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3489","51838499","Twitter","Thank you IA, NH, & SC for a great start to #Perry2016! See you again soon. http://t.co/vag9A0t9sq","2015-06-09 23:00:29Z","http://twitter.com/GovernorPerry/status/608408350292889603","[start;great start;ia;#Perry2016]","[]","[]","[]","[]",139,102,293013,NA,17,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3553","51838497","Twitter","RT @TeamRickPerry: .@GovernorPerry: We Must Unleash North American Energy http://t.co/iw57pKbSUT https://t.co/FUxutpfUiR","2015-06-10 19:39:10Z","http://twitter.com/GovernorPerry/status/608720076015951872","[energy;american energy;north american energy]","[]","[]","[]","[Energy]",0,100,293013,NA,11,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3598","51838495","Twitter","#TBT to last week's big announcement! #Perry2016 h/t @intuitivevisual https://t.co/SlkSNUKYth","2015-06-11 14:49:18Z","http://twitter.com/GovernorPerry/status/609009519021031424","[announcement;#tbt;#Perry2016]","[]","[]","[]","[]",72,64,293013,NA,10,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3723","51838493","Twitter","Happy 91, #41. You’re a true patriot @GeorgeHWBush. Hope to see you at Kyle Field this season. http://t.co/bYMT0IQA3N","2015-06-12 15:11:03Z","http://twitter.com/GovernorPerry/status/609377379849531392","[season;patriot;true patriot;#41]","[Kyle Field]","[]","[]","[]",599,369,293013,NA,18,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3763","51838491","Twitter","RT @TeamRickPerry: Statement by @GovernorPerry on Reports of #Iran Supporting the Taliban. Read: http://t.co/ylh6dy8V9Q #Perry2016","2015-06-12 22:40:31Z","http://twitter.com/GovernorPerry/status/609490490237550592","[statement;reports;#Iran;#Perry2016]","[]","[]","[]","[]",0,48,293013,NA,15,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3838","51838489","Twitter","America needs a leader with a proven record & an optimistic vision for the future, not the 3rd term of @BarackObama. https://t.co/KKHSPRDsve","2015-06-13 15:54:06Z","http://twitter.com/GovernorPerry/status/609750600587173888","[vision;leader;optimistic vision;proven record]","[]","[]","[America]","[]",150,131,293013,NA,22,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3885","51838487","Twitter","Americans want results not rhetoric. @HillaryClinton's record of failed foreign policy speaks louder than her words. https://t.co/KKHSPRDsve","2015-06-13 16:40:03Z","http://twitter.com/GovernorPerry/status/609762166032338944","[record;foreign policy;rhetoric]","[]","[]","[]","[Foreign Policy]",205,212,293013,NA,17,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3967","51838485","Twitter","Ready for @HillaryClinton? Get ready for more Clinton drama. WATCH: https://t.co/EzpXRSwZ8g #Perry2016","2015-06-14 16:52:13Z","http://twitter.com/GovernorPerry/status/610127613567172608","[drama;#Perry2016]","[]","[]","[]","[]",85,96,293013,NA,12,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3985","51838483","Twitter","Proudly wave the red, white, and blue – today & every day! #FlagDay http://t.co/2lmES4Pmm3","2015-06-14 19:59:04Z","http://twitter.com/GovernorPerry/status/610174635338919936","[day;today;#FlagDay]","[]","[]","[]","[]",433,234,293013,NA,14,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"3986","51838481","Twitter","RT @USArmy: Celebrating 240 years of selfless service to the nation.  For more on the #ArmyBDay go to http://t.co/VhqdgnTNKA ...","2015-06-14 19:59:59Z","http://twitter.com/GovernorPerry/status/610174866839371776","[service;nation;selfless service;#ArmyBDay]","[]","[]","[]","[]",0,2010,293013,NA,20,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4083","51901361","Twitter","Welcome to the race @JebBush! Looking forward to seeing you around more often. http://t.co/MwfS1szlW2","2015-06-15 23:03:08Z","http://twitter.com/GovernorPerry/status/610583347065171971","[race]","[]","[]","[]","[]",160,112,293103,NA,14,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4167","51933877","Twitter","We have the power to make our country new again. Join my team today: http://t.co/bUUwl31bK7 #Perry2016 http://t.co/baCbntuXis","2015-06-16 17:01:04Z","http://twitter.com/GovernorPerry/status/610854615395905536","[power;team;team today;#Perry2016]","[]","[]","[]","[]",86,82,293320,NA,17,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4172","51934705","Twitter","Anytime, @newtgingrich. I always enjoy our thoughtful discussions. https://t.co/AQgMAmKZRO","2015-06-16 17:06:50Z","http://twitter.com/GovernorPerry/status/610856067522818048","[fun;discussions;thoughtful discussions;#podcast]","[]","[]","[]","[]",63,39,293319,NA,9,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4208","51960943","Twitter","There is a great price to be paid when America does not lead, and innocent Syrian civilians are paying that price. https://t.co/dLIO7HBJdU","2015-06-16 21:44:06Z","http://twitter.com/GovernorPerry/status/610925844769456129","[price;civilians;great price;syrian civilians;innocent syrian civilians;#Perry2016]","[]","[]","[America;Syria]","[]",97,103,293396,NA,22,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4210","51961961","Twitter","Dropped by @TexasTech today and ran into @CoachTubbySmith. #WreckEm @TexasTechMBB. http://t.co/6Jq4EXxRwG","2015-06-16 22:10:16Z","http://twitter.com/GovernorPerry/status/610932429281300480","[today;#WreckEm]","[]","[]","[]","[]",288,174,293399,NA,11,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4215","51964261","Twitter","Great to see Coach @TTUKingsbury in Lubbock. #WreckEm http://t.co/iEYosIRKWp","2015-06-16 23:20:10Z","http://twitter.com/GovernorPerry/status/610950021735821312","[#WreckEm]","[]","[]","[Lubbock]","[]",355,224,293429,NA,9,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4262","51992009","Twitter","RT @TeamRickPerry: .@GovernorPerry Offers Vision To Revive U.S. Economy & Renew America http://t.co/k3nUxhQp24","2015-06-17 15:47:11Z","http://twitter.com/GovernorPerry/status/611198411539222528","[]","[]","[]","[America;Revive]","[]",0,65,293632,NA,13,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4286","52008831","Twitter","I urge @BarackObama & @JohnKerry to stop accommodating Iran, and have the courage to walk away from the table. https://t.co/Mb5jOtO0kq","2015-06-17 18:56:47Z","http://twitter.com/GovernorPerry/status/611246125169840129","[table;courage;#Iran;#Perry2016]","[]","[]","[Iran]","[]",142,160,293660,NA,20,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4301","52026367","Twitter","Happy birthday to my friend @newtgingrich! http://t.co/Db4CGezEFA","2015-06-17 20:17:41Z","http://twitter.com/GovernorPerry/status/611266484812189696","[friend;birthday;happy birthday]","[]","[]","[]","[]",120,64,293677,NA,7,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4348","52085629","Twitter",".@AnitaPerryTX joins me in praying today for Charleston and all who have been affected by this unspeakable tragedy.","2015-06-18 15:07:47Z","http://twitter.com/GovernorPerry/status/611550885370421248","[tragedy;today;unspeakable tragedy]","[]","[]","[Charleston]","[]",206,147,293839,NA,18,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4461","52155601","Twitter","We have lost a legend. May John David Crow's memory be preserved for generations to come. https://t.co/tOKxYzvYkf","2015-06-19 14:32:02Z","http://twitter.com/GovernorPerry/status/611904275115933696","[trophy;legend;trophy winner]","[John David]","[]","[]","[]",68,34,294040,NA,17,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4536","52163427","Twitter","The 33,200 jobs added last month shows once again that Texas has an economy that is built to last. #tcot  https://t.co/Mq9736vxdt","2015-06-19 16:21:45Z","http://twitter.com/GovernorPerry/status/611931886307246080","[jobs;economy;last month;#tcot;#Perry2016]","[]","[]","[Texas]","[Jobs]",171,145,294054,NA,21,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4655","52225501","Twitter","Happy birthday to the girl who made me a grandpa! http://t.co/6I1PEKjdOj","2015-06-20 18:16:29Z","http://twitter.com/GovernorPerry/status/612323147749064705","[birthday;grandpa;happy birthday]","[]","[]","[]","[]",265,72,294532,NA,11,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4708","52237495","Twitter","RT @AnitaPerryTX: Thankful for the beautiful family @GovernorPerry and I have been blessed with. Happy Father's Day! http://t.co/w6qBSGEB5e","2015-06-21 13:55:06Z","http://twitter.com/GovernorPerry/status/612619754851860481","[day;family;beautiful family]","[]","[]","[]","[]",0,44,294648,NA,18,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4743","52243935","Twitter","Thanks Dad for all you do. #HappyFathersDay http://t.co/pC7sKeVhod","2015-06-21 19:51:54Z","http://twitter.com/GovernorPerry/status/612709546482536448","[#happyfathersday]","[]","[]","[]","[]",304,88,294693,NA,8,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4778","52247267","Twitter","Must Read via @forbes & @chuckdevore: http://t.co/chETRGVJaF https://t.co/6wEnPKenyY","2015-06-21 23:59:26Z","http://twitter.com/GovernorPerry/status/612771840335872000","[minorities]","[]","[]","[Texas;America;Four States]","[]",32,49,294729,NA,8,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4885","52283229","Twitter","Removing the flag is an act of healing & unity. @NikkiHaley's leadership honors the victims & the people of SC. http://t.co/NQAfj5PmVV","2015-06-22 21:15:10Z","http://twitter.com/GovernorPerry/status/613092889502072832","[healing;unity;leadership honors]","[]","[]","[]","[]",138,112,294836,NA,21,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4937","52312649","Twitter","TX is only majority-minority state where the poverty rate for America’s 4 largest ethnic groups is below the natl avg http://t.co/aNX2wh63oV","2015-06-23 14:31:00Z","http://twitter.com/GovernorPerry/status/613353565566824448","[ethnic groups;natl;avg;natl avg;largest ethnic groups]","[]","[]","[]","[Poverty Rates]",99,115,294912,NA,21,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4972","52330663","Twitter","It's long past time for a strategy to defeat ISIS! Add your name to demand a plan from the WH http://t.co/mVaqo0ceaW http://t.co/LlB8ZHossp","2015-06-23 18:49:43Z","http://twitter.com/GovernorPerry/status/613418675656200192","[strategy;wh]","[]","[]","[]","[]",104,109,294944,NA,22,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4985","52336761","Twitter","---> Of The Four Majority-Minority States In America, Minorities Do Best In #Texas http://t.co/chETRGVJaF","2015-06-23 20:18:27Z","http://twitter.com/GovernorPerry/status/613441005983961088","[minorities;#Texas]","[]","[]","[America]","[]",39,47,294956,NA,14,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"4987","52337797","Twitter","RT @TeamRickPerry: Statement by @GovernorPerry on Chinese Hack of OPM http://t.co/jdTsCQeseZ","2015-06-23 20:29:37Z","http://twitter.com/GovernorPerry/status/613443817560129536","[statement;hack;chinese hack]","[]","[OPM]","[]","[]",0,37,294956,NA,11,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
"5057","52375043","Twitter","Letting people keep more of what they earn helps TX continue to attract families and businesses to our great state. http://t.co/b8rHYQ9Ml2","2015-06-24 15:23:35Z","http://twitter.com/GovernorPerry/status/613729187858288640","[families;businesses;great state]","[]","[]","[]","[]",92,64,295070,NA,21,"(Fmr.) Perry, Rick (R) Presidential Campaign","Republican","Male","False","Candidates > Presidential 2016","Undergraduate","Protestant","White","1950-03-04","Over 65","[Agriculture, Forestry, Fishing and Hunting]","[Air Force]","[State]"
