"","releaseId","ContentType","Title","Date","Url","Keywords","Names","Organizations","Places","AssignedCategories","FavoritesLikes","RetweetsShares","FollowersCount","CommentsCount","WordCount","Source","Party","Gender","IsCurrent","SourceType","EducationLevel","Religion","Race","DateOfBirth","AgeRange","Industry","Military","PriorPublicOffice"
"6348","52780335","Twitter","RT @ghaze34: Extremely excited that @JimWebbUSA has finally announced that he's running for President.","2015-07-02 20:24:09Z","http://twitter.com/JimWebbUSA/status/616703929561120768","[]","[]","[]","[]","[]",0,7,9348,NA,14,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6351","52780829","Twitter","RT @dsandelovsky: @JimWebbUSA @dontcallmebill Glad to see an ethical, principled, problem-solver enter the race officially.  We need ...","2015-07-02 20:33:59Z","http://twitter.com/JimWebbUSA/status/616706405270056960","[race;glad]","[]","[]","[]","[]",0,9,9367,NA,18,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6353","52782135","Twitter","RT @MiguelAliDaddy: As of now, I am voting @JimWebbUSA for President.","2015-07-02 20:52:58Z","http://twitter.com/JimWebbUSA/status/616711181173022721","[]","[]","[]","[]","[]",0,7,9408,NA,11,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6356","52782289","Twitter","RT @ReadyRaymond: Happy to support former Marine officer @JimWebbUSA for President. Best person for the job, for veterans, for the nation, ...","2015-07-02 20:56:14Z","http://twitter.com/JimWebbUSA/status/616712003147534337","[veterans;officer;best person]","[]","[]","[]","[Veterans;Jobs]",0,13,9412,NA,22,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6357","52782409","Twitter",".@jerdavtay Senator Webb will be at the Iowa Democratic Party's Hall of Fame Dinner on July 17 http://t.co/Ej07C6JhQ0 — Staff","2015-07-02 20:59:50Z","http://twitter.com/JimWebbUSA/status/616712912212615168","[hall]","[]","[]","[Iowa]","[]",14,5,9416,NA,20,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6358","52782631","Twitter","RT @67wjj: @dailykos And Webb is now in! I'm a fan of Webb's & my family in VA love him. A spirited primary will make us a  stronger party ...","2015-07-02 21:04:25Z","http://twitter.com/JimWebbUSA/status/616714063620366337","[primary;fan;stronger party]","[]","[]","[]","[]",0,2,9425,NA,30,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6359","52782643","Twitter","RT @TerenceSpeaks: He's got my #Vote and my #CampaignContribution: #Democrat @JimWebbUSA Announces Candidacy for President ...","2015-07-02 21:04:32Z","http://twitter.com/JimWebbUSA/status/616714093995491328","[candidacy;#vote;#Democrat;#Vote;#election2016]","[]","[]","[]","[]",0,7,9425,NA,16,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6362","52783597","Twitter","RT @Yervantness: Reforming our prison system means greater freedom for all. With President Webb this could be a reality! @JimWebbUSA ...","2015-07-02 21:28:22Z","http://twitter.com/JimWebbUSA/status/616720092806582272","[prison;reality;greater freedom;prison system]","[]","[]","[]","[]",0,6,9461,NA,21,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6363","52783623","Twitter","RT @patty_ob: Fired up to have @JimWebbUSA in the race! Tremendous record of service and a true leader - my family and I will be pulling ...","2015-07-02 21:29:49Z","http://twitter.com/JimWebbUSA/status/616720455332839429","[race;leader;true leader]","[]","[]","[]","[]",0,5,9464,NA,27,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6368","52784181","Twitter","RT @WORLDDEBT: @JimWebbUSA Glad to see you in the race.  You bring common sense and substance to your party.  Like what we see on your web ...","2015-07-02 21:46:15Z","http://twitter.com/JimWebbUSA/status/616724592334385152","[race;substance;common sense;web site]","[]","[]","[]","[]",0,12,9489,NA,27,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6372","52784439","Twitter","RT @AmericanGuy7: @TerenceSpeaks @JimWebbUSA A good man who puts country above party.","2015-07-02 21:57:50Z","http://twitter.com/JimWebbUSA/status/616727506582769664","[party;man]","[]","[]","[]","[]",0,9,9506,NA,12,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6386","52789507","Twitter","RT @kingsthings: Fmr. Dem. Sen. Jim Webb jumps into 2016 race. Always love talking to @JimWebbUSA. A fierce supporter of our military. ...","2015-07-02 23:51:48Z","http://twitter.com/JimWebbUSA/status/616756188169039872","[race;supporter;fierce supporter]","[Jim Webb]","[]","[]","[]",0,53,9632,NA,23,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6397","52791641","Twitter","RT @EricRichey: Finally... @JimWebbUSA has finally jumped into the race. A leader with substance and honor.","2015-07-03 00:47:10Z","http://twitter.com/JimWebbUSA/status/616770119147110400","[race;substance]","[]","[]","[]","[]",0,25,9668,NA,16,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6860","52905211","Twitter","RT @Morning_Joe: 5 Things You Need to Know About @JimWebbUSA #twentysixteentidbits http://t.co/1Z7EksTM8l http://t.co/C7aVaZ4JXp","2015-07-06 20:38:51Z","http://twitter.com/JimWebbUSA/status/618157183306481664","[]","[]","[]","[]","[]",0,34,10322,NA,13,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"6994","52948875","Twitter","Contribute Now! https://t.co/e5YzAbyG0r http://t.co/afjBQNJS6O","2015-07-07 19:42:01Z","http://twitter.com/JimWebbUSA/status/618505265772498944","[]","[]","[]","[]","[]",18,16,10369,NA,4,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7052","53076181","Twitter","Please take a moment to visit our site and contribute! – Staff http://t.co/czAd09e0oo http://t.co/PPx6GQjfzv","2015-07-08 14:00:50Z","http://twitter.com/JimWebbUSA/status/618781793999814657","[site;moment]","[]","[]","[]","[]",11,15,10416,NA,14,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7067","53027273","Twitter","Thank you for your support! – Staff https://t.co/1Iflq4mbbI","2015-07-08 15:00:47Z","http://twitter.com/JimWebbUSA/status/618796881154568192","[support]","[]","[]","[]","[]",10,5,10394,NA,8,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7114","53046263","Twitter","RT @JonLobb: @JimWebbUSA slogan ""make America and EVEN better place"" is a good contrast to the GOP rhetoric that the country is broken","2015-07-08 18:54:03Z","http://twitter.com/JimWebbUSA/status/618855584079708160","[rhetoric;slogan]","[]","[]","[America]","[]",0,8,10409,NA,23,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7121","53048847","Twitter","Tune in tomorrow to CBS ""This Morning"" for Jim's 1st interview since announcing. Live in NYC studio in the 8 o'clock hour ET. — Staff","2015-07-08 19:32:58Z","http://twitter.com/JimWebbUSA/status/618865375401353216","[studio;tune;tune in tomorrow]","[]","[]","[]","[]",25,25,10410,NA,25,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7216","53132811","Twitter","Senator Webb on ""This Morning"" http://t.co/eLcRaKvOm0 via @cbsnews - Staff","2015-07-09 14:11:10Z","http://twitter.com/JimWebbUSA/status/619146782879170564","[staff;morning]","[]","[]","[]","[]",15,10,10475,NA,10,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7229","53138559","Twitter","""'I think it’s long been due to come down,' Mr. Webb said."" http://t.co/2jiMVtFkWv – STAFF","2015-07-09 15:17:00Z","http://twitter.com/JimWebbUSA/status/619163347443937280","[]","[]","[]","[]","[]",8,9,10476,NA,15,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7245","53148133","Twitter","Senator Webb on tackling ISIS and more. – Staff http://t.co/tZ4BHPskDf","2015-07-09 16:36:39Z","http://twitter.com/JimWebbUSA/status/619183394942009345","[]","[]","[]","[]","[]",11,10,10481,NA,10,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7355","53187935","Twitter","With your support, we can put the important issues squarely before the American people. http://t.co/GR47SggxHC http://t.co/GjPYJF1pPB","2015-07-10 12:24:54Z","http://twitter.com/JimWebbUSA/status/619482424628658176","[support;issues;important issues;american people]","[]","[]","[]","[]",27,33,10515,NA,16,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7357","53188285","Twitter","RT @alexromano: Presidential contender fmr Sen. @JimWebbUSA's extended interview with @CBSNLive: http://t.co/DJwjvTs1T4 ...","2015-07-10 12:37:14Z","http://twitter.com/JimWebbUSA/status/619485529751597056","[interview;contender;presidential contender]","[]","[]","[]","[]",0,14,10515,NA,13,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7378","53194795","Twitter","@rjlemaster Then, please, let's make sure the right Democrat is nominated! -Staff","2015-07-10 14:38:11Z","http://twitter.com/JimWebbUSA/status/619515967765356544","[]","[]","[]","[]","[]",2,1,10487,NA,12,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7386","53196327","Twitter","RT @mjbeckel: Pols who work directly w/ supportive super PACs go 'against the grain of what we are as a democracy' says @jimwebbusa ...","2015-07-10 15:05:17Z","http://twitter.com/JimWebbUSA/status/619522789838585856","[pols;pacs;super pacs]","[]","[]","[Pols]","[]",0,4,10488,NA,24,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7387","53196511","Twitter","Back on national TV this weekend! #JimWebb will sit down w/@BretBaier on @FoxNewsSunday . What topics do you hope are discussed? #Webb2016","2015-07-10 15:08:33Z","http://twitter.com/JimWebbUSA/status/619523610533851136","[topics;#JimWebb;tv;national tv;#webb2016]","[]","[]","[]","[]",20,22,10488,NA,22,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7416","53207475","Twitter","Check out where #JimWebb stands on the issues: http://t.co/1NnM2K7itF #Webb2016 http://t.co/vfPBQF4LLr","2015-07-10 17:34:33Z","http://twitter.com/JimWebbUSA/status/619560353509285888","[issues;#JimWebb;#webb2016;#Webb2016]","[]","[]","[]","[]",23,25,10499,NA,11,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7494","53237539","Twitter","RT @FlyOSUBuckeye1: @RRNvoetbal I actually like @JimWebbUSA he's by far the best Democrat. Awesome resume, experience","2015-07-11 03:25:53Z","http://twitter.com/JimWebbUSA/status/619709166685417472","[experience]","[]","[]","[]","[]",0,8,10533,NA,16,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7495","53237541","Twitter","RT @mm_uscg: @educatednubian if you are set on  a Dem, I recommend @JimWebbUSA .","2015-07-11 03:26:59Z","http://twitter.com/JimWebbUSA/status/619709441731133441","[]","[]","[]","[]","[]",0,5,10533,NA,14,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7496","53237543","Twitter","RT @AUKROPP: @maddow  Don't forget #jimwebb Hillary and Bernie aren't our only choices! #jimwebbforpresident @JimWebbUSA","2015-07-11 03:27:17Z","http://twitter.com/JimWebbUSA/status/619709518918877184","[choices;#JimWebb]","[]","[]","[]","[]",0,11,10533,NA,15,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7535","53247525","Twitter","Thanks, Bret.  Look forward to being with you.  -Jim https://t.co/6Ml7dkgeRp","2015-07-11 16:04:46Z","http://twitter.com/JimWebbUSA/status/619900146084671488","[weekend;#SpecialReport;#CenterSeat]","[]","[]","[]","[]",12,6,10539,NA,10,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7584","53255435","Twitter","""On the Democratic side...only Webb has the bona fides to promote a serious debate..."" Full article @ http://t.co/FFici5TpRO. #WebbNation","2015-07-12 00:27:24Z","http://twitter.com/JimWebbUSA/status/620026639167188992","[article;debate;full article;serious debate;#WebbNation]","[]","[]","[]","[]",24,16,10556,NA,19,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7585","53255465","Twitter","Oscar Munoz & I served together  in Vietnam. He's on point regarding Donald Trump's comments. http://t.co/vd208OoleA http://t.co/mvRYL9D3zl","2015-07-12 00:30:52Z","http://twitter.com/JimWebbUSA/status/620027510089216000","[point;comments]","[Oscar Munoz]","[]","[Vietnam]","[]",28,14,10556,NA,17,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7593","53256579","Twitter","@FieldRoamer No. Jim addresses this a bit in his http://t.co/Lo9AMmlUNs letter.","2015-07-12 02:56:08Z","http://twitter.com/JimWebbUSA/status/620064068322332672","[letter;bit]","[]","[]","[]","[]",1,1,10563,NA,11,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7598","53260571","Twitter","Tune in around 9:15 this morning to see #JimWebb on @FoxNewsSunday. #LeadershipYouCanTrust #Webb2016 #WebbNation http://t.co/dfdE1DD0aR","2015-07-12 12:14:17Z","http://twitter.com/JimWebbUSA/status/620204532040105984","[tune;morning;#JimWebb;#webb2016;#LeadershipYouCanTrust;#WebbNation]","[]","[]","[]","[]",16,15,10572,NA,15,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7601","53261175","Twitter","Please tweet along with #Webb2016. If you support Sen. Webb, please include #WebbNation when you can fit it. https://t.co/bfVvaVP5MP","2015-07-12 12:57:40Z","http://twitter.com/JimWebbUSA/status/620215449805037568","[week;tweet;#2016;#webb2016;#WebbNation]","[]","[]","[]","[]",4,6,10574,NA,19,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7602","53261193","Twitter","@glenda_copeland Our media team is working on more appearances. Please consider tweeting those shows to ask for them to have Sen. Webb on.","2015-07-12 12:59:00Z","http://twitter.com/JimWebbUSA/status/620215782350393345","[media;appearances;media team]","[]","[]","[]","[]",1,2,10574,NA,23,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7603","53261239","Twitter","@SuanneTasker @FoxNewsSunday Presidential candidate. Former US senator. Frm SecNavy. Frm AstSecDefense. Author of 10 books. Vietnam war hero","2015-07-12 13:00:33Z","http://twitter.com/JimWebbUSA/status/620216175134380036","[hero;presidential candidate;war hero;frm]","[]","[]","[Vietnam]","[]",3,1,10573,NA,18,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7604","53261311","Twitter","RT @amberpages_g: Relieved to learn that Fox News Sunday is broadcast Fox, not cable Fox.  Will be watching. #WebbNation ...","2015-07-12 13:03:39Z","http://twitter.com/JimWebbUSA/status/620216951877574660","[cable;#WebbNation]","[]","[]","[]","[]",0,4,10573,NA,20,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7605","53261341","Twitter","Programming note: @FoxNewsSunday is on the @FOXTV network not on @FoxNews. Sen. #JimWebb will be on #FNS shortly. #Webb2016","2015-07-12 13:05:43Z","http://twitter.com/JimWebbUSA/status/620217475230236672","[network;note;#FNS;#JimWebb;#webb2016]","[]","[]","[]","[]",3,6,10572,NA,19,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
"7607","53261447","Twitter","RT @jpderosa: Bacevich: @JimWebbUSA brings a crucial voice to presidential race https://t.co/nlK8F7igXb","2015-07-12 13:12:24Z","http://twitter.com/JimWebbUSA/status/620219157724954625","[voice;race;presidential race]","[]","[]","[]","[]",0,10,10570,NA,12,"(Fmr.) Webb, Jim (D) Presidential Campaign","Democrat","Male","False","Candidates > Presidential 2016","Graduate","Protestant","White","1946-02-09","Over 65","[Arts, Entertainment, and Recreation;Journalism;Law]","[Marine Corps]","[Federal]"
