"","releaseId","ContentType","Title","Date","Url","Keywords","Names","Organizations","Places","AssignedCategories","FavoritesLikes","RetweetsShares","FollowersCount","CommentsCount","WordCount","Source","Party","Gender","IsCurrent","SourceType","EducationLevel","Religion","Race","DateOfBirth","AgeRange","Industry","Military","PriorPublicOffice"
"483","51866323","Twitter","Like road trips, campaigns are better with friends along for the ride. Reply & tag a friend to join: http://t.co/W15pNka7VR","2015-04-14 14:23:16Z","http://twitter.com/HillaryClinton/status/587984469828730882","[ride;tag;road trips]","[]","[]","[]","[]",1135,494,3663838,NA,20,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"490","51866321","Twitter","RT @HillaryforIA: Hillary's in Iowa today! Check back here for updates as she travels across the state. #HillaryInIA http://t.co/NGG9swSZRA","2015-04-14 15:59:58Z","http://twitter.com/HillaryClinton/status/588008804702412802","[updates;today;#HillaryInIA]","[]","[]","[Iowa]","[]",0,556,3663838,NA,19,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"491","51866319","Twitter","RT @AustinLyle: Sarah just met with Hillary in #R3gion3 and signed a supporter card! @HillaryforIA http://t.co/qHY6dN9ocD","2015-04-14 16:54:16Z","http://twitter.com/HillaryClinton/status/588022468457209856","[card;supporter;supporter card]","[]","[]","[]","[]",0,249,3663838,NA,16,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"493","51866317","Twitter","""When we heard she was coming, we figured we oughta be here to welcome her."" http://t.co/iHKFdtdm1e","2015-04-14 18:45:59Z","http://twitter.com/HillaryClinton/status/588050586563665921","[]","[]","[]","[]","[]",2479,699,3663838,NA,16,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"494","51866315","Twitter","RT @sa_elizabeth: Jones County welcomes @HillaryClinton #YouGoGirl @HillaryforIA http://t.co/kNA3It8qhJ","2015-04-14 18:46:18Z","http://twitter.com/HillaryClinton/status/588050665819283457","[#yougogirl]","[]","[]","[]","[]",0,416,3663838,NA,9,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"496","51866313","Twitter","Hillary talking education and college affordability with students at Kirkwood Community College: http://t.co/qzZki1hrFQ","2015-04-14 19:41:51Z","http://twitter.com/HillaryClinton/status/588064642481659905","[college;affordability;college affordability;affordability with students]","[]","[]","[Kirkwood]","[Education;Colleges]",1575,709,3663838,NA,13,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"498","51866311","Twitter","RT if this describes you. #EqualPayDay http://t.co/hHbXqS6VxM","2015-04-14 20:18:29Z","http://twitter.com/HillaryClinton/status/588073861029167104","[#EqualPayDay]","[]","[]","[]","[]",3168,4054,3663838,NA,7,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"499","51866309","Twitter","Hillary in Iowa this afternoon: ""I want to be the champion who goes to bat for Americans in four big areas.""","2015-04-14 20:37:51Z","http://twitter.com/HillaryClinton/status/588078737884872707","[champion;bat]","[]","[]","[Iowa]","[]",995,372,3663838,NA,21,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"500","51866307","Twitter","""We need to build the economy of tomorrow, not yesterday.""","2015-04-14 20:37:59Z","http://twitter.com/HillaryClinton/status/588078770868908032","[yesterday;tomorrow;economy of tomorrow]","[]","[]","[]","[]",1593,856,3663838,NA,10,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"501","51866305","Twitter","""We need to strengthen families and communities because that's where it all starts.""","2015-04-14 20:38:07Z","http://twitter.com/HillaryClinton/status/588078803664113665","[families;starts]","[]","[]","[]","[]",1578,797,3663838,NA,13,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"502","51866303","Twitter","""And we need to fix the dysfunctional political system and get unaccountable money out of it once and for all…""","2015-04-14 20:38:43Z","http://twitter.com/HillaryClinton/status/588078953870585856","[money;system;political system;dysfunctional political system;unaccountable money]","[]","[]","[]","[Political Systems]",1450,699,3663838,NA,20,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"503","51866301","Twitter","""And we need to protect our country from threats that we see and the ones that are on the horizon.""","2015-04-14 20:38:54Z","http://twitter.com/HillaryClinton/status/588079002788765697","[horizon;threats]","[]","[]","[]","[]",1040,410,3663838,NA,20,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"504","51866299","Twitter","""I'm here in Iowa to begin a conversation about how we do that.""","2015-04-14 20:39:05Z","http://twitter.com/HillaryClinton/status/588079045478330369","[conversation]","[]","[]","[Iowa]","[]",889,278,3663838,NA,13,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"505","51866297","Twitter","""It's fair to say the deck is still stacked in favor of those already at the top. There's something wrong with that.""","2015-04-14 20:39:13Z","http://twitter.com/HillaryClinton/status/588079080345571328","[deck;favor]","[]","[]","[]","[]",1896,1159,3663838,NA,22,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"506","51866295","Twitter","More on Hillary laying out her priorities for the country here: http://t.co/4LUGU86pjt","2015-04-14 20:39:26Z","http://twitter.com/HillaryClinton/status/588079135009984512","[priorities;country]","[]","[]","[]","[]",767,459,3663838,NA,12,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"507","51866293","Twitter","RT @HillaryforIA: ""Let's take a picture!"" - Hillary http://t.co/7vvjcE5iCI","2015-04-14 20:47:01Z","http://twitter.com/HillaryClinton/status/588081042516537345","[picture]","[]","[]","[]","[]",0,483,3663838,NA,9,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"510","51866291","Twitter","""This was not how I thought this day was going to go when I woke up this morning!"" —Nikki & Lisa in Cedar Rapids http://t.co/z7Kep8ndUS","2015-04-14 22:14:05Z","http://twitter.com/HillaryClinton/status/588102955552899072","[day;morning]","[]","[]","[Cedar Rapids]","[]",800,245,3663838,NA,25,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"512","51866289","Twitter","Putting Hillary Bold to good use. http://t.co/NVtjlsoH5u http://t.co/M3Q3nsWqyV","2015-04-14 23:08:33Z","http://twitter.com/HillaryClinton/status/588116660520902656","[]","[]","[]","[]","[]",2912,1655,3663838,NA,8,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"517","51866287","Twitter","Hillary’s on the trail in Iowa again today—follow @HillaryforIA for updates! http://t.co/2vBHlkUw5C","2015-04-15 14:28:36Z","http://twitter.com/HillaryClinton/status/588348199947075584","[trail;updates]","[]","[]","[Iowa]","[]",1596,665,3663838,NA,12,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"520","51866285","Twitter","High fives in Marshalltown, Iowa. http://t.co/x2K9sU1UVo","2015-04-15 17:01:58Z","http://twitter.com/HillaryClinton/status/588386794347110401","[high fives;fives]","[]","[]","[Iowa;Marshalltown]","[]",1278,433,3663838,NA,6,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"522","51866283","Twitter","RT @Kimmelmonster: Carmen, Bruce, and Pam couldn't wait to sign commit cards for @HillaryClinton after meeting her at Tremont Grille! ...","2015-04-15 17:06:32Z","http://twitter.com/HillaryClinton/status/588387945901527040","[cards]","[]","[]","[Tremont;Grille]","[]",0,144,3663838,NA,21,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"523","51866281","Twitter","RT @KateMagill: Looks great in print, too! @HillaryforIA #Hillary2016 http://t.co/xCNhyefgiC","2015-04-15 17:20:42Z","http://twitter.com/HillaryClinton/status/588391511013883904","[print;#Hillary2016]","[]","[]","[]","[]",0,188,3663838,NA,10,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"525","51866279","Twitter","RT @HillaryforIA: ""I farm with my father. We should be in the field right now, but I said I had to come to see her!"" #HillaryInIA ...","2015-04-15 17:30:45Z","http://twitter.com/HillaryClinton/status/588394040967716865","[father;field;#HillaryInIA]","[]","[]","[]","[]",0,372,3663838,NA,27,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"527","51866277","Twitter","Saying hi at Capital City Fruit in Norwalk, Iowa http://t.co/NqpzSFreNo","2015-04-15 18:43:03Z","http://twitter.com/HillaryClinton/status/588412234428211200","[]","[]","[]","[Iowa;Norwalk]","[]",1180,400,3663838,NA,10,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"528","51866275","Twitter","Hillary at Capital City Fruit in Norwalk, IA: ""I will be offering specific ideas about how to jumpstart small businesses.""","2015-04-15 18:43:52Z","http://twitter.com/HillaryClinton/status/588412438262980609","[businesses;ideas;small businesses;specific ideas]","[]","[]","[Norwalk]","[Small Businesses]",702,270,3663838,NA,20,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"529","51866273","Twitter","Hillary: ""The deck is still stacked in favor of those at the top, and we need to shuffle the cards. We need to play a different hand.""","2015-04-15 18:49:41Z","http://twitter.com/HillaryClinton/status/588413902939103233","[deck;shuffle]","[]","[]","[]","[]",2120,1207,3663838,NA,27,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"535","51866271","Twitter","RT @lilliecatlin: .@WhattheBell_ just casually carrying the @nytimes photo of her with @HillaryClinton in her backpack :) #hillaryforia ...","2015-04-15 21:33:40Z","http://twitter.com/HillaryClinton/status/588455172986183680","[photo;backpack]","[]","[]","[]","[]",0,148,3663838,NA,19,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"541","51866269","Twitter","For photos from the trail, head over to our new Flickr page: https://t.co/z9SPRQBCMe http://t.co/uE3MI7YG1M","2015-04-15 22:12:45Z","http://twitter.com/HillaryClinton/status/588465006355746816","[head;trail]","[]","[]","[]","[]",1443,613,3663838,NA,14,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"545","51866267","Twitter","Hillary discusses paid leave in Iowa: All children deserve the ""same chances."" http://t.co/vf1X9pi1nP","2015-04-16 00:36:33Z","http://twitter.com/HillaryClinton/status/588501196954042368","[leave;chances]","[]","[]","[Iowa]","[]",1076,560,3663838,NA,13,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"547","51866265","Twitter","Every American deserves a fair shot at success. Fast food & child care workers shouldn't have to march in streets for living wages. -H","2015-04-16 01:23:39Z","http://twitter.com/HillaryClinton/status/588513047653801984","[wages;shot;child care workers;fair shot;shot at success]","[]","[]","[]","[Minimum Wage]",5117,3060,3663838,NA,24,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"551","51866263","Twitter","Hey, have you joined #Hillary2016 yet? http://t.co/F21u3DLKEH","2015-04-16 13:11:48Z","http://twitter.com/HillaryClinton/status/588691258484400128","[#Hillary2016]","[]","[]","[]","[]",1468,871,3663838,NA,7,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"556","51866261","Twitter","""The deck is still stacked in favor of those already at the top. And there's something wrong with that."" https://t.co/MPsw2zm21C","2015-04-16 17:13:21Z","http://twitter.com/HillaryClinton/status/588752048235159552","[deck;favor]","[]","[]","[]","[]",917,575,3663838,NA,20,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"560","51866259","Twitter","One more coffee for the road: Hillary in Council Bluffs, Iowa today http://t.co/p4Dr7yawfu","2015-04-16 18:13:34Z","http://twitter.com/HillaryClinton/status/588767201257254913","[road;coffee]","[]","[]","[Iowa;Council Bluffs]","[]",1046,414,3663838,NA,13,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"561","51866257","Twitter","Hillary: ""I’m excited to be here and I'm really excited about starting a campaign by talking to the people who really have a stake in it.""","2015-04-16 18:14:26Z","http://twitter.com/HillaryClinton/status/588767422343213056","[campaign;stake]","[]","[]","[]","[]",1175,481,3663838,NA,26,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"562","51866255","Twitter","RT @eamuel: Jared is supporting #Hillary2016 and has moving stories about the need to help out our Veterans in Knoxville IA. ...","2015-04-16 18:27:28Z","http://twitter.com/HillaryClinton/status/588770700170829825","[veterans;stories;#Hillary2016]","[]","[]","[Knoxville]","[Veterans]",0,208,3663838,NA,22,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"566","51866253","Twitter","Bye for now, Iowa, & thank you! I loved talking to so many of you about what’s on your mind & your ideas for the future. See you soon! -H","2015-04-16 19:24:21Z","http://twitter.com/HillaryClinton/status/588785016072757248","[mind;bye]","[]","[]","[Iowa]","[]",1843,552,3663838,NA,30,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"568","51866251","Twitter","There’s still time to become a founding donor of #Hillary2016: http://t.co/ELRjTdWYNT","2015-04-16 19:54:08Z","http://twitter.com/HillaryClinton/status/588792511134568449","[donor;founding;founding donor;#Hillary2016]","[]","[]","[]","[]",536,289,3663838,NA,11,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"571","51866249","Twitter","#tbt: Wellesley in the '60s. http://t.co/nyl7Ln1DkM","2015-04-16 21:58:29Z","http://twitter.com/HillaryClinton/status/588823804559888384","[#tbt]","[]","[]","[Wellesley]","[]",2139,682,3663838,NA,6,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"573","51866247","Twitter","Here's how we're celebrating #NationalHighFiveDay. http://t.co/iASFZacQ17","2015-04-16 23:34:26Z","http://twitter.com/HillaryClinton/status/588847953114222592","[#NationalHighFiveDay]","[]","[]","[]","[]",3392,1692,3663838,NA,6,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"576","51866245","Twitter","""I was like, 'That's our gal.'"" https://t.co/OFdXpdmWUi","2015-04-17 13:20:16Z","http://twitter.com/HillaryClinton/status/589055778201456640","[]","[]","[]","[]","[]",911,524,3663838,NA,7,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"584","51866243","Twitter","#ff @HillaryforIA, @HillaryforNH, @HillaryforSC, and @HillaryforNV for news from organizers and volunteers who are making it happen!","2015-04-17 16:44:21Z","http://twitter.com/HillaryClinton/status/589107138863194112","[volunteers;organizers]","[]","[]","[]","[]",529,287,3663838,NA,17,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"586","51866241","Twitter","As court hears immigration case today, at stake are stronger families, communities, & economy. Parents & Dreamers shouldn't live in fear. -H","2015-04-17 18:33:40Z","http://twitter.com/HillaryClinton/status/589134649307303937","[fear;stake;immigration case;stronger families]","[]","[]","[]","[]",1983,1371,3663838,NA,22,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"618","51866239","Twitter","Hillary for America. Let’s go. http://t.co/fUVDvl4rKz","2015-04-18 16:15:43Z","http://twitter.com/HillaryClinton/status/589462318242725888","[]","[]","[]","[America]","[]",1945,1014,3663838,NA,6,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"637","51866237","Twitter","Head over to Facebook for a photo recap of Hillary's trip to Iowa: https://t.co/zKYQMzemyz http://t.co/UEqrIWbNhE","2015-04-18 22:02:10Z","http://twitter.com/HillaryClinton/status/589549509052600320","[recap;trip;photo recap]","[]","[]","[Iowa]","[]",1203,525,3663838,NA,15,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"647","51866235","Twitter",".@billclinton in OK City today: ""We should all live by the Oklahoma standard: Service, honor, kindness...to affirm our common humanity.""","2015-04-19 22:09:22Z","http://twitter.com/HillaryClinton/status/589913706643005440","[humanity;kindness;common humanity]","[]","[]","[Oklahoma]","[Culture, Sport, Society]",1443,677,3663838,NA,20,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"652","51866233","Twitter","Hillary's campaign kick-off trip to Iowa, in 100 seconds: https://t.co/w4WlLFMbf2","2015-04-20 13:19:16Z","http://twitter.com/HillaryClinton/status/590142692811743232","[campaign;trip]","[]","[]","[Iowa]","[]",650,397,3663838,NA,10,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"656","51866231","Twitter","RT @HillaryforNH: .@HillaryClinton is coming to New Hampshire today! Be sure to follow along using #HillaryInNH http://t.co/6mIfmS7VA2","2015-04-20 16:39:08Z","http://twitter.com/HillaryClinton/status/590192989244432385","[today;#HillaryInNH]","[]","[]","[New Hampshire]","[]",0,454,3663838,NA,17,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"658","51866229","Twitter","Getting ready to order at Kristin's Bistro & Bakery in Keene, New Hampshire—first stop in the Granite State! http://t.co/VLVW79C7zm","2015-04-20 18:47:54Z","http://twitter.com/HillaryClinton/status/590225393791148032","[granite;granite state;stop;first stop]","[]","[]","[New Hampshire;Keene;Granite;Bistro]","[]",1020,400,3663838,NA,19,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"659","51866227","Twitter","RT @HillaryforNH: Abby, a student here in Keene, NH took on the rain, wind, and cold to show her support for #Hillary2016 ...","2015-04-20 18:49:22Z","http://twitter.com/HillaryClinton/status/590225764529868800","[rain;wind;#Hillary2016]","[]","[]","[Keene]","[]",0,283,3663838,NA,23,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
"662","51866225","Twitter","Saying hi at Whitney Brothers Inc., a furniture-maker in Keene, NH http://t.co/MkhNtpvODM","2015-04-20 20:08:03Z","http://twitter.com/HillaryClinton/status/590245562856906752","[]","[]","[]","[Keene]","[]",1031,332,3663838,NA,12,"Clinton, Hillary Rodham (D) Presidential Campaign","Democrat","Female","True","Candidates > Presidential 2016","Graduate","Protestant","White","1947-10-26","Over 65","[Law]","","[Federal;State]"
